date,number
"Monday, Mar 18, 2013",13.80
"Monday, Mar 25, 2013",7.60
"Tuesday, Apr  2, 2013",-6.20
"Wednesday, Apr 10, 2013",-9.40
"Thursday, Apr 18, 2013",-19.30
"Friday, Apr 26, 2013",-36.30
"Friday, May  3, 2013",-28.60
"Monday, May 13, 2013",-26.80
"Monday, May 20, 2013",-29.10
"Tuesday, May 28, 2013",-27.50
"Wednesday, Jun  5, 2013",-24.60
"Thursday, Jun 13, 2013",-11.40
"Friday, Jun 21, 2013",1.80
"Friday, Jun 28, 2013",10.40
"Monday, Jul  8, 2013",8.50
"Monday, Jul 15, 2013",9.50
"Tuesday, Jul 23, 2013",15.40
"Wednesday, Jul 31, 2013",23.80
"Thursday, Aug  8, 2013",40.20
"Friday, Aug 16, 2013",36.60
"Friday, Aug 23, 2013",33.80
"Monday, Sep  2, 2013",33.10
"Monday, Sep  9, 2013",41.10
"Wednesday, Sep 18, 2013",32.80
"Thursday, Sep 26, 2013",32.10
"Friday, Oct  4, 2013",29.70
"Friday, Oct 11, 2013",20.50
"Monday, Oct 21, 2013",11.90
"Monday, Oct 28, 2013",6.40
"Tuesday, Nov  5, 2013",0.90
"Wednesday, Nov 13, 2013",10.20
"Thursday, Nov 21, 2013",5.10
"Friday, Nov 29, 2013",3.40
"Friday, Dec  6, 2013",16.20
"Monday, Dec 16, 2013",18.10
"Monday, Dec 23, 2013",23.80
"Tuesday, Dec 31, 2013",28.30
"Wednesday, Jan  8, 2014",32.60
"Thursday, Jan 16, 2014",34.30
"Friday, Jan 24, 2014",37.00
"Friday, Jan 31, 2014",29.90
"Monday, Feb 10, 2014",18.50
"Monday, Feb 17, 2014",13.50
"Tuesday, Feb 25, 2014",-8.30
"Wednesday, Mar  5, 2014",-8.90
"Thursday, Mar 13, 2014",-8.20
"Friday, Mar 21, 2014",-11.10
"Friday, Mar 28, 2014",-12.70
"Monday, Apr  7, 2014",-24.70
"Monday, Apr 14, 2014",-24.10
"Tuesday, Apr 22, 2014",-22.10
"Wednesday, Apr 30, 2014",-25.00
"Thursday, May  8, 2014",-16.20
"Friday, May 16, 2014",-10.20
"Friday, May 23, 2014",-4.20
"Monday, Jun  2, 2014",-11.60
"Monday, Jun  9, 2014",-16.80
"Tuesday, Jun 17, 2014",-18.10
"Wednesday, Jun 25, 2014",-19.10
"Thursday, Jul  3, 2014",-15.00
"Friday, Jul 11, 2014",-24.80
"Friday, Jul 18, 2014",-24.50
"Monday, Jul 28, 2014",-23.30
"Monday, Aug  4, 2014",-21.20
"Tuesday, Aug 12, 2014",-19.30
"Wednesday, Aug 20, 2014",-20.90
"Thursday, Aug 28, 2014",-7.20
"Friday, Sep  5, 2014",-7.30
"Monday, Sep 15, 2014",-7.50
"Monday, Sep 22, 2014",-9.80
"Tuesday, Sep 30, 2014",-11.90
"Wednesday, Oct  8, 2014",-14.50
"Thursday, Oct 16, 2014",-14.80
"Friday, Oct 24, 2014",-10.30
"Friday, Oct 31, 2014",-7.00
"Monday, Nov 10, 2014",-6.80
"Monday, Nov 17, 2014",-10.80
"Tuesday, Nov 25, 2014",-5.20
"Wednesday, Dec  3, 2014",-5.00
"Thursday, Dec 11, 2014",-0.40
"Friday, Dec 19, 2014",10.50
"Friday, Dec 26, 2014",15.00
"Monday, Jan  5, 2015",14.20
"Monday, Jan 12, 2015",11.70
"Tuesday, Jan 20, 2015",0.40
"Wednesday, Jan 28, 2015",-1.30
"Thursday, Feb  5, 2015",-3.30
"Friday, Feb 13, 2015",2.00
"Friday, Feb 20, 2015",-2.30
"Monday, Mar  2, 2015",-2.90
"Monday, Mar  9, 2015",-6.50
"Tuesday, Mar 17, 2015",-18.40
"Wednesday, Mar 25, 2015",-12.30
"Thursday, Apr  2, 2015",-4.50
"Friday, Apr 10, 2015",-7.40
"Friday, Apr 17, 2015",-7.40
"Monday, Apr 27, 2015",-16.60
"Monday, May  4, 2015",-18.30
"Tuesday, May 12, 2015",-20.10
"Wednesday, May 20, 2015",-19.50
"Thursday, May 28, 2015",-21.00
"Friday, Jun  5, 2015",-11.30
"Friday, Jun 12, 2015",-1.30
"Monday, Jun 22, 2015",-7.30
"Monday, Jun 29, 2015",-2.40
"Tuesday, Jul  7, 2015",-1.50
"Wednesday, Jul 15, 2015",1.60
"Thursday, Jul 23, 2015",8.50
"Friday, Jul 31, 2015",3.30
"Friday, Aug  7, 2015",8.20
"Monday, Aug 17, 2015",3.70
"Monday, Aug 24, 2015",2.20
"Wednesday, Sep  2, 2015",5.30
"Thursday, Sep 10, 2015",2.30
"Friday, Sep 18, 2015",-4.40
"Friday, Sep 25, 2015",-3.60
"Monday, Oct  5, 2015",-4.40
"Monday, Oct 12, 2015",-5.80
"Tuesday, Oct 20, 2015",0.20
"Wednesday, Oct 28, 2015",1.40
"Thursday, Nov  5, 2015",6.70
"Friday, Nov 13, 2015",7.40
"Friday, Nov 20, 2015",1.10
"Monday, Nov 30, 2015",-2.40
"Monday, Dec  7, 2015",-10.00
"Tuesday, Dec 15, 2015",0.50
"Wednesday, Dec 23, 2015",-6.40
"Thursday, Dec 31, 2015",-8.00
"Friday, Jan  8, 2016",-0.50
"Friday, Jan 15, 2016",-10.20
"Monday, Jan 25, 2016",-23.20
"Monday, Feb  1, 2016",-31.30
"Tuesday, Feb  9, 2016",-31.60
"Wednesday, Feb 17, 2016",-31.00
"Thursday, Feb 25, 2016",-31.60
"Friday, Mar  4, 2016",-27.20
"Friday, Mar 11, 2016",-24.90
"Monday, Mar 21, 2016",-15.50
"Monday, Mar 28, 2016",-12.00
"Tuesday, Apr  5, 2016",-15.20
"Wednesday, Apr 13, 2016",-8.60
"Thursday, Apr 21, 2016",-13.70
"Friday, Apr 29, 2016",-12.40
"Friday, May  6, 2016",-14.40
"Monday, May 16, 2016",-11.70
"Monday, May 23, 2016",-3.80
"Tuesday, May 31, 2016",4.70
"Wednesday, Jun  8, 2016",-2.30
"Thursday, Jun 16, 2016",-2.30
"Friday, Jun 24, 2016",-0.80
"Friday, Jul  1, 2016",5.70
"Monday, Jul 11, 2016",12.30
"Monday, Jul 18, 2016",18.30
"Tuesday, Jul 26, 2016",29.50
"Wednesday, Aug  3, 2016",25.90
"Thursday, Aug 11, 2016",24.50
"Friday, Aug 19, 2016",17.10
"Monday, Aug 29, 2016",14.30
"Monday, Sep  5, 2016",4.20
"Tuesday, Sep 13, 2016",-0.20
"Wednesday, Sep 21, 2016",-3.80
"Thursday, Sep 29, 2016",2.20
"Friday, Oct  7, 2016",8.50
"Friday, Oct 14, 2016",10.00
"Monday, Oct 24, 2016",9.70
"Monday, Oct 31, 2016",14.50
"Tuesday, Nov  8, 2016",13.20
"Wednesday, Nov 16, 2016",17.30
"Thursday, Nov 24, 2016",28.80
"Friday, Dec  2, 2016",35.50
"Friday, Dec  9, 2016",35.80
"Monday, Dec 19, 2016",36.50
"Tuesday, Dec 27, 2016",31.70
"Tuesday, Jan  3, 2017",32.40
"Wednesday, Jan 11, 2017",45.80
"Thursday, Jan 19, 2017",46.20
"Friday, Jan 27, 2017",36.60
"Friday, Feb  3, 2017",42.00
"Monday, Feb 13, 2017",37.40
"Monday, Feb 20, 2017",38.00
"Tuesday, Feb 28, 2017",41.90
"Wednesday, Mar  8, 2017",40.70
"Thursday, Mar 16, 2017",40.20
"Friday, Mar 24, 2017",47.40
"Friday, Mar 31, 2017",41.80
"Monday, Apr 10, 2017",33.20
"Monday, Apr 17, 2017",22.70
"Tuesday, Apr 25, 2017",26.10
"Wednesday, May  3, 2017",19.40
"Thursday, May 11, 2017",18.10
"Friday, May 19, 2017",10.20
"Friday, May 26, 2017",6.10
"Monday, Jun  5, 2017",0.40
"Monday, Jun 12, 2017",-4.20
"Tuesday, Jun 20, 2017",-23.20
"Wednesday, Jun 28, 2017",-25.80
"Thursday, Jul  6, 2017",-13.70
"Friday, Jul 14, 2017",-18.30
"Friday, Jul 21, 2017",-16.60
"Monday, Jul 31, 2017",-11.10
"Monday, Aug  7, 2017",-10.60
"Tuesday, Aug 15, 2017",-4.60
"Thursday, Aug 24, 2017",-4.20
"Friday, Sep  1, 2017",5.10
"Friday, Sep  8, 2017",1.70
"Monday, Sep 18, 2017",2.30
"Monday, Sep 25, 2017",17.00
"Tuesday, Oct  3, 2017",23.10
"Wednesday, Oct 11, 2017",29.10
"Thursday, Oct 19, 2017",26.00
"Friday, Oct 27, 2017",39.20
"Friday, Nov  3, 2017",40.90
"Monday, Nov 13, 2017",36.20
"Monday, Nov 20, 2017",40.90
"Tuesday, Nov 28, 2017",49.10
"Wednesday, Dec  6, 2017",45.90
"Thursday, Dec 14, 2017",56.50
"Friday, Dec 22, 2017",56.10
"Friday, Dec 29, 2017",51.60
"Monday, Jan  8, 2018",52.20
"Monday, Jan 15, 2018",49.70
"Tuesday, Jan 23, 2018",43.80
"Wednesday, Jan 31, 2018",34.40
"Thursday, Feb  8, 2018",38.60
"Friday, Feb 16, 2018",32.90
"Friday, Feb 23, 2018",20.50
"Monday, Mar  5, 2018",9.90
"Monday, Mar 12, 2018",7.20
"Tuesday, Mar 20, 2018",1.50
"Wednesday, Mar 28, 2018",-1.00
"Thursday, Apr  5, 2018",-12.50
"Friday, Apr 13, 2018",-25.20
"Friday, Apr 20, 2018",-28.10
"Monday, Apr 30, 2018",-18.70
"Monday, May  7, 2018",-28.60
"Tuesday, May 15, 2018",-30.40
"Wednesday, May 23, 2018",-36.50
"Thursday, May 31, 2018",-32.30
"Friday, Jun  8, 2018",-37.80
"Friday, Jun 15, 2018",-34.60
"Monday, Jun 25, 2018",-29.40
"Monday, Jul  2, 2018",-17.70
"Tuesday, Jul 10, 2018",-5.20
"Wednesday, Jul 18, 2018",-9.40
"Thursday, Jul 26, 2018",-7.00
"Friday, Aug  3, 2018",-12.40
"Monday, Aug 13, 2018",-9.40
"Monday, Aug 20, 2018",-5.40
"Tuesday, Aug 28, 2018",-3.10
"Wednesday, Sep  5, 2018",3.60
"Thursday, Sep 13, 2018",-3.10
"Friday, Sep 21, 2018",-2.80
"Friday, Sep 28, 2018",-7.80
"Monday, Oct  8, 2018",-6.50
"Monday, Oct 15, 2018",-8.20
"Tuesday, Oct 23, 2018",-12.70
"Wednesday, Oct 31, 2018",-19.40
"Thursday, Nov  8, 2018",-17.70
"Friday, Nov 16, 2018",-17.80
"Friday, Nov 23, 2018",-25.60
"Monday, Dec  3, 2018",-25.10
"Monday, Dec 10, 2018",-24.60
"Tuesday, Dec 18, 2018",-31.10
"Wednesday, Dec 26, 2018",-31.70
"Thursday, Jan  3, 2019",-33.60
"Friday, Jan 11, 2019",-30.30
"Friday, Jan 18, 2019",-26.20
"Monday, Jan 28, 2019",-24.00
"Monday, Feb  4, 2019",-15.60
"Tuesday, Feb 12, 2019",-17.40
"Wednesday, Feb 20, 2019",-32.30
"Thursday, Feb 28, 2019",-34.60
"Friday, Mar  8, 2019",-32.60
"Friday, Mar 15, 2019",-25.60
"Monday, Mar 25, 2019",-29.10
"Monday, Apr  1, 2019",-37.30
"Tuesday, Apr  9, 2019",-37.90
"Wednesday, Apr 17, 2019",-37.70
"Thursday, Apr 25, 2019",-37.60
"Friday, May  3, 2019",-27.80
"Friday, May 10, 2019",-20.80
"Monday, May 20, 2019",-12.40
"Tuesday, May 28, 2019",-13.40
"Tuesday, Jun  4, 2019",-18.20
"Wednesday, Jun 12, 2019",-29.00
"Thursday, Jun 20, 2019",-26.40
"Friday, Jun 28, 2019",-24.80
"Friday, Jul  5, 2019",-22.70
"Monday, Jul 15, 2019",-16.10
"Monday, Jul 22, 2019",-16.50
"Tuesday, Jul 30, 2019",-25.30
"Thursday, Aug  8, 2019",-28.60
"Friday, Aug 16, 2019",-23.00
"Friday, Aug 23, 2019",-14.20
"Monday, Sep  2, 2019",-7.90
"Monday, Sep  9, 2019",-0.60
"Tuesday, Sep 17, 2019",8.90
"Wednesday, Sep 25, 2019",5.50
"Thursday, Oct  3, 2019",-4.10
"Friday, Oct 11, 2019",-5.50
"Friday, Oct 18, 2019",-6.50
"Monday, Oct 28, 2019",-5.60
"Monday, Nov  4, 2019",0.00
"Tuesday, Nov 12, 2019",1.10
"Wednesday, Nov 20, 2019",-4.80
"Thursday, Nov 28, 2019",0.80
"Friday, Dec  6, 2019",-6.00
"Friday, Dec 13, 2019",-8.50
"Monday, Dec 23, 2019",-6.90
"Monday, Dec 30, 2019",-3.30
"Tuesday, Jan  7, 2020",1.60
"Wednesday, Jan 15, 2020",0.90
"Thursday, Jan 23, 2020",9.80
"Friday, Jan 31, 2020",3.50
"Friday, Feb  7, 2020",11.40
"Monday, Feb 17, 2020",9.70
"Monday, Feb 24, 2020",22.40
"Tuesday, Mar  3, 2020",29.50
"Wednesday, Mar 11, 2020",36.50
"Thursday, Mar 19, 2020",28.40
"Friday, Mar 27, 2020",-9.30
"Friday, Apr  3, 2020",-24.80
"Monday, Apr 13, 2020",-45.20
"Monday, Apr 20, 2020",-67.30
"Tuesday, Apr 28, 2020",-106.10
"Wednesday, May  6, 2020",-126.00
"Thursday, May 14, 2020",-110.90
"Friday, May 22, 2020",-96.00
"Friday, May 29, 2020",-92.60
"Monday, Jun  8, 2020",-21.40
"Monday, Jun 15, 2020",-12.20
"Tuesday, Jun 23, 2020",35.40
"Wednesday, Jul  1, 2020",47.40
"Thursday, Jul  9, 2020",74.70
"Friday, Jul 17, 2020",103.30
"Monday, Jul 27, 2020",141.60
"Monday, Aug  3, 2020",155.50
"Tuesday, Aug 11, 2020",165.30
"Wednesday, Aug 19, 2020",172.20
"Thursday, Aug 27, 2020",160.90
"Friday, Sep  4, 2020",130.70
"Friday, Sep 11, 2020",128.30
"Monday, Sep 21, 2020",109.60
"Monday, Sep 28, 2020",107.50
"Tuesday, Oct  6, 2020",105.00
"Wednesday, Oct 14, 2020",90.40
"Thursday, Oct 22, 2020",69.40
"Friday, Oct 30, 2020",95.50
"Friday, Nov  6, 2020",84.90
"Monday, Nov 16, 2020",59.30
"Monday, Nov 23, 2020",73.80
"Tuesday, Dec  1, 2020",82.80
"Wednesday, Dec  9, 2020",86.80
"Thursday, Dec 17, 2020",108.60
"Thursday, Dec 24, 2020",103.20
"Thursday, Dec 31, 2020",96.80
"Monday, Jan 11, 2021",95.00
"Monday, Jan 18, 2021",92.10
"Tuesday, Jan 26, 2021",81.80
"Wednesday, Feb  3, 2021",93.50
"Thursday, Feb 11, 2021",83.90
"Friday, Feb 19, 2021",96.20
"Friday, Feb 26, 2021",97.80
"Monday, Mar  8, 2021",78.50
"Monday, Mar 15, 2021",68.20
"Tuesday, Mar 23, 2021",40.20
"Wednesday, Mar 31, 2021",68.30
"Thursday, Apr  8, 2021",84.60
"Friday, Apr 16, 2021",77.60
"Friday, Apr 23, 2021",85.10
"Monday, May  3, 2021",86.00
"Monday, May 10, 2021",83.60
"Tuesday, May 18, 2021",68.30
"Wednesday, May 26, 2021",77.40
"Thursday, Jun  3, 2021",83.50
"Friday, Jun 11, 2021",89.50
"Friday, Jun 18, 2021",84.80
"Monday, Jun 28, 2021",59.30
"Monday, Jul  5, 2021",49.50
"Tuesday, Jul 13, 2021",43.60
"Thursday, Jul 22, 2021",31.40
"Friday, Jul 30, 2021",11.90
"Friday, Aug  6, 2021",11.10
"Monday, Aug 16, 2021",-9.20
"Monday, Aug 23, 2021",-24.40
"Tuesday, Aug 31, 2021",-27.70
"Wednesday, Sep  8, 2021",-33.90
"Thursday, Sep 16, 2021",-33.70
"Friday, Sep 24, 2021",-41.80
"Friday, Oct  1, 2021",-32.10
"Monday, Oct 11, 2021",-38.10
"Monday, Oct 18, 2021",-42.20
"Tuesday, Oct 26, 2021",-30.30
"Wednesday, Nov  3, 2021",-21.80
"Thursday, Nov 11, 2021",-13.50
"Friday, Nov 19, 2021",-4.80
"Friday, Nov 26, 2021",4.40
"Monday, Dec  6, 2021",13.10
"Monday, Dec 13, 2021",19.30
"Tuesday, Dec 21, 2021",23.40
"Wednesday, Dec 29, 2021",23.20
"Thursday, Jan  6, 2022",20.90
"Friday, Jan 14, 2022",20.50
"Friday, Jan 21, 2022",21.00
"Monday, Jan 31, 2022",22.50
"Monday, Feb  7, 2022",22.10
"Tuesday, Feb 15, 2022",17.80
"Wednesday, Feb 23, 2022",34.00
"Thursday, Mar  3, 2022",39.30
"Friday, Mar 11, 2022",46.80
"Friday, Mar 18, 2022",38.10
"Monday, Mar 28, 2022",39.10
"Monday, Apr  4, 2022",40.90
"Tuesday, Apr 12, 2022",38.20
"Wednesday, Apr 20, 2022",46.00
"Thursday, Apr 28, 2022",44.40
"Friday, May  6, 2022",29.90
"Friday, May 13, 2022",31.20
"Monday, May 23, 2022",17.20
"Monday, May 30, 2022",2.80
"Tuesday, Jun  7, 2022",1.60
"Wednesday, Jun 15, 2022",2.60
"Thursday, Jun 23, 2022",-25.30
"Friday, Jul  1, 2022",-40.40
"Friday, Jul  8, 2022",-36.40
"Monday, Jul 18, 2022",-37.00
"Tuesday, Jul 26, 2022",-51.00
"Wednesday, Aug  3, 2022",-30.70
"Thursday, Aug 11, 2022",-21.40
"Friday, Aug 19, 2022",-15.60
"Friday, Aug 26, 2022",-14.60
"Monday, Sep  5, 2022",-9.60
"Monday, Sep 12, 2022",-6.90
"Tuesday, Sep 20, 2022",2.70
"Wednesday, Sep 28, 2022",4.90
"Thursday, Oct  6, 2022",4.20
"Friday, Oct 14, 2022",10.70
"Friday, Oct 21, 2022",21.60
"Monday, Oct 31, 2022",11.20
"Monday, Nov  7, 2022",14.90
"Tuesday, Nov 15, 2022",17.90
"Wednesday, Nov 23, 2022",20.70
"Thursday, Dec  1, 2022",15.70
"Friday, Dec  9, 2022",18.90
"Friday, Dec 16, 2022",20.20
"Friday, Dec 23, 2022",21.80
"Tuesday, Jan  3, 2023",20.80
"Tuesday, Jan 10, 2023",20.90
"Wednesday, Jan 18, 2023",24.00
"Thursday, Jan 26, 2023",30.80
"Friday, Feb  3, 2023",42.60
"Friday, Feb 10, 2023",43.10
"Monday, Feb 20, 2023",43.00
"Monday, Feb 27, 2023",46.60
"Tuesday, Mar  7, 2023",45.60
"Wednesday, Mar 15, 2023",45.00
"Thursday, Mar 23, 2023",44.00
"Friday, Mar 31, 2023",49.20
"Monday, Apr 10, 2023",33.30
"Monday, Apr 17, 2023",32.80
"Monday, Apr 24, 2023",26.80
"Tuesday, May  2, 2023",15.60
"Wednesday, May 10, 2023",6.30
"Thursday, May 18, 2023",-2.80
"Friday, May 26, 2023",-2.70
"Friday, Jun  2, 2023",-4.10
"Friday, Jun  9, 2023",-16.00
